Request ID,Created At,Email,Core Identifier,Request Type,Data Subject Type,Status,Country,Country Sub Division,Details,Origin,Silent Mode,Is Test Request,Language,Purpose Trigger Name,Purpose Trigger Value,link,daysRemaining,Topics,Source,Method,Frequency,Go 100% Digital,Owned Products,AI Features Usage,AI Training
79b943dc-4f08-46fc-b8d5-519dccdba4dc,2025-04-07T00:25:49.267Z,no-track-quin5m2uuzl@example.com,no-track-quin5m2uuzl@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/79b943dc-4f08-46fc-b8d5-519dccdba4dc,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
73a359db-30cb-415d-b2cb-385e5c244f99,2025-04-07T00:25:49.473Z,no-track-lz3g99qol7m@example.com,no-track-lz3g99qol7m@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/73a359db-30cb-415d-b2cb-385e5c244f99,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
2f936878-275e-4ba2-9a63-40494b0e8d1c,2025-04-07T00:25:49.948Z,no-track-6jdeb4etef@example.com,no-track-6jdeb4etef@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/2f936878-275e-4ba2-9a63-40494b0e8d1c,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
c14686cf-7f2c-44b6-9c80-a3788b99f386,2025-04-07T00:25:50.026Z,no-track-vwddqg6ys3d@example.com,no-track-vwddqg6ys3d@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/c14686cf-7f2c-44b6-9c80-a3788b99f386,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
1cf12b31-e9dd-4cf7-9872-3646448403ee,2025-04-07T00:25:50.073Z,no-track-a5ej5i4nyw@example.com,no-track-a5ej5i4nyw@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/1cf12b31-e9dd-4cf7-9872-3646448403ee,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
3972e9d3-6d16-4f69-af38-55e5da439838,2025-04-07T00:25:50.123Z,no-track-axzshjmpszf@example.com,no-track-axzshjmpszf@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/3972e9d3-6d16-4f69-af38-55e5da439838,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
7f7a4fab-2fd2-4830-a40b-dd28620dcc77,2025-04-07T00:25:54.380Z,no-track-tz82a8zshhd@example.com,no-track-tz82a8zshhd@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/7f7a4fab-2fd2-4830-a40b-dd28620dcc77,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
1b782cd2-2936-4234-b31e-b6dd8e775d24,2025-04-07T00:25:54.406Z,no-track-3qjedf7pndg@example.com,no-track-3qjedf7pndg@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/1b782cd2-2936-4234-b31e-b6dd8e775d24,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
402ade0c-7ba3-4362-b434-17d6c493ff86,2025-04-07T00:25:54.427Z,no-track-x9n6ls1mjq8@example.com,no-track-x9n6ls1mjq8@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/402ade0c-7ba3-4362-b434-17d6c493ff86,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
eeb7d075-2854-461a-b108-9dcd3e46af69,2025-04-07T00:25:54.649Z,no-track-b1u3gbkh6lh@example.com,no-track-b1u3gbkh6lh@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/eeb7d075-2854-461a-b108-9dcd3e46af69,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
82fe7381-375e-4839-8496-2dc78ff1cdfd,2025-04-07T00:25:55.095Z,no-track-jttngl22hsm@example.com,no-track-jttngl22hsm@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/82fe7381-375e-4839-8496-2dc78ff1cdfd,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
01766cc8-26de-47a0-b1e8-a95c0305447c,2025-04-07T00:25:55.119Z,no-track-4ppife8n7q3@example.com,no-track-4ppife8n7q3@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/01766cc8-26de-47a0-b1e8-a95c0305447c,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
9267eb13-c559-4577-a080-acdbb533c3f4,2025-04-07T00:25:55.180Z,no-track-divwmmls14@example.com,no-track-divwmmls14@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/9267eb13-c559-4577-a080-acdbb533c3f4,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
34ba530a-f078-40a8-b3dd-a669db40aed5,2025-04-07T00:25:55.201Z,no-track-0622c87ucpds@example.com,no-track-0622c87ucpds@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/34ba530a-f078-40a8-b3dd-a669db40aed5,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
28e57d57-fa9c-4ffa-88a2-94067eb5cd5c,2025-04-07T00:25:55.225Z,no-track-iitbqgksraa@example.com,no-track-iitbqgksraa@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/28e57d57-fa9c-4ffa-88a2-94067eb5cd5c,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
677d3e30-560d-4910-b436-d453c96b7c40,2025-04-07T00:25:55.248Z,no-track-xqiroa9rlga@example.com,no-track-xqiroa9rlga@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/677d3e30-560d-4910-b436-d453c96b7c40,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
e382b192-a6f5-46cf-98aa-f53f1d43f395,2025-04-07T00:25:55.337Z,no-track-6ca8oqkvmbl@example.com,no-track-6ca8oqkvmbl@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/e382b192-a6f5-46cf-98aa-f53f1d43f395,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
1dcb5b0b-806c-4b05-8a5a-4b1046d1c095,2025-04-07T00:25:56.733Z,no-track-mghiviu3zp@example.com,no-track-mghiviu3zp@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/1dcb5b0b-806c-4b05-8a5a-4b1046d1c095,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
74bfae03-febd-452b-9a03-3ecdeed257c6,2025-04-07T00:25:56.799Z,no-track-s774qpyp238@example.com,no-track-s774qpyp238@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/74bfae03-febd-452b-9a03-3ecdeed257c6,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
ffb1028a-05b6-43c3-90ba-3a400d863a24,2025-04-07T00:25:56.894Z,no-track-zia76qyl3eo@example.com,no-track-zia76qyl3eo@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/ffb1028a-05b6-43c3-90ba-3a400d863a24,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
0e7835fb-0e8a-40f4-a13f-b83f1c7bc8ce,2025-04-07T00:25:56.906Z,no-track-b0m4q5vkq5n@example.com,no-track-b0m4q5vkq5n@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/0e7835fb-0e8a-40f4-a13f-b83f1c7bc8ce,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
520ac793-148a-43eb-a417-6e170b138891,2025-04-07T00:25:57.044Z,no-track-cnea35tkdmm@example.com,no-track-cnea35tkdmm@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/520ac793-148a-43eb-a417-6e170b138891,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
e3bed743-7b68-4e08-b96c-5eae8d83a5ff,2025-04-07T00:25:57.087Z,no-track-9okuab0wn58@example.com,no-track-9okuab0wn58@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/e3bed743-7b68-4e08-b96c-5eae8d83a5ff,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
12fd9b52-bb68-4fb9-991b-2cf2fed5b967,2025-04-07T00:25:59.258Z,no-track-2ujvfiif1xd@example.com,no-track-2ujvfiif1xd@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/12fd9b52-bb68-4fb9-991b-2cf2fed5b967,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
f295e7f5-e89e-43f0-b1a4-8b005f25bf81,2025-04-07T00:25:59.264Z,no-track-5lmt6q77kly@example.com,no-track-5lmt6q77kly@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/f295e7f5-e89e-43f0-b1a4-8b005f25bf81,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
33582e88-148c-41ed-88d2-f89fe7f04ca5,2025-04-07T00:25:59.447Z,no-track-49og8tkpqb@example.com,no-track-49og8tkpqb@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/33582e88-148c-41ed-88d2-f89fe7f04ca5,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
aa8ff06b-248b-4dd5-9252-ba2cda4351a0,2025-04-07T00:25:59.556Z,no-track-zkrhraz1mof@example.com,no-track-zkrhraz1mof@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/aa8ff06b-248b-4dd5-9252-ba2cda4351a0,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
79fd090d-a4da-488f-8284-1812005efa51,2025-04-07T00:25:59.632Z,no-track-62pyluwivc3@example.com,no-track-62pyluwivc3@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/79fd090d-a4da-488f-8284-1812005efa51,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
f9615bd0-6d46-4bad-b4d0-7b41fbddfd81,2025-04-07T00:25:59.695Z,no-track-5in4sugwj8r@example.com,no-track-5in4sugwj8r@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/f9615bd0-6d46-4bad-b4d0-7b41fbddfd81,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
06c82e39-bba3-4c68-9680-6ca7eea48d17,2025-04-07T00:25:59.777Z,no-track-qjn65lz1px@example.com,no-track-qjn65lz1px@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/06c82e39-bba3-4c68-9680-6ca7eea48d17,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
b7b5bc7c-9c7b-4ebe-82ee-2cb2990cb443,2025-04-07T00:25:59.781Z,no-track-2ktr9y1y8dh@example.com,no-track-2ktr9y1y8dh@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/b7b5bc7c-9c7b-4ebe-82ee-2cb2990cb443,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
5034646d-8897-4232-8978-8623b5abd5de,2025-04-07T00:25:59.840Z,no-track-k9f3lpjpn1h@example.com,no-track-k9f3lpjpn1h@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/5034646d-8897-4232-8978-8623b5abd5de,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
8aef6cb2-3c7f-42a2-ab3b-08268fb20196,2025-04-07T00:25:59.945Z,no-track-ns6nhpc2z18@example.com,no-track-ns6nhpc2z18@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/8aef6cb2-3c7f-42a2-ab3b-08268fb20196,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
e55a3de1-d57c-4795-8673-f0964c1d1eba,2025-04-08T00:26:01.375Z,no-track-ifoxrf3vrkc@example.com,no-track-ifoxrf3vrkc@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/e55a3de1-d57c-4795-8673-f0964c1d1eba,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
5871d386-549b-4940-bf03-d4988da1301c,2025-04-08T00:26:43.826Z,no-track-mqvmojuqcyr@example.com,no-track-mqvmojuqcyr@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/5871d386-549b-4940-bf03-d4988da1301c,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
80e9c203-bc39-4487-9cc9-513f44479262,2025-04-08T00:26:44.078Z,no-track-ramhtp92yk8@example.com,no-track-ramhtp92yk8@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/80e9c203-bc39-4487-9cc9-513f44479262,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
c16718f0-c7bf-4152-b58d-c0b8afe0a514,2025-04-08T00:27:40.425Z,no-track-s4m3yxuimz@example.com,no-track-s4m3yxuimz@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/c16718f0-c7bf-4152-b58d-c0b8afe0a514,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
deba9ae5-aabf-4bbc-a90a-01cd0ea90e37,2025-04-08T00:27:40.627Z,no-track-ddsjw9ox185@example.com,no-track-ddsjw9ox185@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/deba9ae5-aabf-4bbc-a90a-01cd0ea90e37,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
f055498e-8329-4e55-92d4-8cb4b79e7c58,2025-04-08T00:27:40.637Z,no-track-d18wdi0agzo@example.com,no-track-d18wdi0agzo@example.com,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/f055498e-8329-4e55-92d4-8cb4b79e7c58,30,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
f0a31df8-0897-4b1d-b2df-b88b6f8df832,2025-04-14T13:15:52.913Z,alexa+testingbulkemail@transcend.io,alexa+testingbulkemail@transcend.io,ACCESS,exampleDataSubject,CANCELED,AD,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/f0a31df8-0897-4b1d-b2df-b88b6f8df832,,,,,,,,,
e08911ab-d9a3-4180-a961-8bf08478b633,2025-04-16T14:54:10.932Z,nick.allen@transcend.io,nick.allen@transcend.io,ACCESS,customer,REVOKED,US,US-CA,,PRIVACY_CENTER,false,false,en,,,https://app.transcend.io/privacy-requests/incoming-requests/e08911ab-d9a3-4180-a961-8bf08478b633,,,,,,,,,
98fdace0-6fcd-45c8-9723-23cf01e6c43b,2025-04-17T15:20:37.801Z,alexa+testingbulkemails@transcend.io,alexa+testingbulkemails@transcend.io,ACCESS,exampleDataSubject,CANCELED,US,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/98fdace0-6fcd-45c8-9723-23cf01e6c43b,,,,,,,,,
dc95161f-246a-4c43-aa11-b295f5ffc563,2025-04-17T15:24:01.916Z,alexa+testbulkemails@transcend.io,alexa+testbulkemails@transcend.io,ACCESS,exampleDataSubject,CANCELED,US,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/dc95161f-246a-4c43-aa11-b295f5ffc563,,,,,,,,,
3d59ca08-61aa-42a2-8f77-e938711bb25e,2025-04-17T15:24:21.053Z,alexa+testbulkemails2@transcend.io,alexa+testbulkemails2@transcend.io,ACCESS,exampleDataSubject,CANCELED,AX,,,ADMIN_DASHBOARD,true,true,en,,,https://app.transcend.io/privacy-requests/incoming-requests/3d59ca08-61aa-42a2-8f77-e938711bb25e,,,,,,,,,
a8713e8a-c693-48b4-8719-d55852f4cf53,2025-04-17T18:52:20.422Z,mason+123@transcend.io,mason+123@transcend.io,ACCESS,customer,COMPLETED,US,US-CA,,PRIVACY_CENTER,false,false,en,,,https://app.transcend.io/privacy-requests/incoming-requests/a8713e8a-c693-48b4-8719-d55852f4cf53,-2,,,,,,,,
791a9d40-75b2-40d1-af67-ae786d1eda6a,2025-04-21T15:01:55.835Z,nick.allen+test2@transcend.io,nick.allen+test2@transcend.io,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/791a9d40-75b2-40d1-af67-ae786d1eda6a,30,MarketingEmails,Marketo,,,,,,
da5ab038-2ff5-4410-9103-7872f2831c12,2025-04-21T16:59:36.454Z,nick.allen+test3@transcend.io,nick.allen+test3@transcend.io,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/da5ab038-2ff5-4410-9103-7872f2831c12,29,MarketingEmails,Marketo,,,,,,
c026470f-5799-4879-b418-146e296e51e0,2025-04-25T18:18:53.595Z,test123@transcend.io,test123@transcend.io,CONTACT_OPT_OUT,customer,CANCELED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,false,https://app.transcend.io/privacy-requests/incoming-requests/c026470f-5799-4879-b418-146e296e51e0,,,Customer.io,,,,,,
9ea2791e-c6f7-477f-bb8a-92ddcf2dc0b2,2025-04-25T18:39:39.460Z,mike@transcend.io,mike@transcend.io,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/9ea2791e-c6f7-477f-bb8a-92ddcf2dc0b2,30,MarketingEmails;ProductGuidance;ProductUsage,Marketo,,,,,,
e71f5b72-91c8-423e-b559-1d2292b24bee,2025-04-29T15:51:15.491Z,mason+test1@transcend.io,mason+test1@transcend.io,ACCESS,customer,COMPLETED,EU,,,ADMIN_DASHBOARD,true,false,en,,,https://app.transcend.io/privacy-requests/incoming-requests/e71f5b72-91c8-423e-b559-1d2292b24bee,-2,,,,,,,,
c7ace2c4-d2da-4b00-ae74-bd79d093c5af,2025-04-29T18:45:48.249Z,trevor@transcend.io,trevor@transcend.io,CONTACT_OPT_IN,customer,COMPLETED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/c7ace2c4-d2da-4b00-ae74-bd79d093c5af,30,MarketingEmails,Marketo,,,,,,
fec93fd0-960f-45fb-8508-2a0aa0906e7e,2025-04-30T20:21:15.383Z,nick.allen@transcend.io,nick.allen@transcend.io,ACCESS,customer,REVOKED,US,US-CA,,PRIVACY_CENTER,false,false,en,,,https://app.transcend.io/privacy-requests/incoming-requests/fec93fd0-960f-45fb-8508-2a0aa0906e7e,,,,,,,,,
796664bc-4614-4cac-936f-95554569cd73,2025-04-30T21:38:59.340Z,helene@transcend.io,helene@transcend.io,CONTACT_OPT_OUT,customer,CANCELED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,false,https://app.transcend.io/privacy-requests/incoming-requests/796664bc-4614-4cac-936f-95554569cd73,,,Customer.io,,,,,,
2f8cee40-c56b-4184-a48d-77c769f245a1,2025-05-01T17:42:36.927Z,isabella@transcend.io,isabella@transcend.io,ACCESS,customer,COMPLETED,US,US-CA,,PRIVACY_CENTER,false,false,en,,,https://app.transcend.io/privacy-requests/incoming-requests/2f8cee40-c56b-4184-a48d-77c769f245a1,44,,,,,,,,
098a9065-1816-4f57-b647-ef5c4bc57b24,2025-05-01T22:03:59.006Z,helene@transcend.io,helene@transcend.io,CONTACT_OPT_IN,customer,CANCELED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/098a9065-1816-4f57-b647-ef5c4bc57b24,,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
c6dbb8a7-8e26-4bc3-a133-e7d74227bd4e,2025-05-01T22:53:48.630Z,helene@transcend.io,helene@transcend.io,CONTACT_OPT_OUT,customer,CANCELED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,false,https://app.transcend.io/privacy-requests/incoming-requests/c6dbb8a7-8e26-4bc3-a133-e7d74227bd4e,,,Customer.io,,,,,,
dd4307d4-8422-40ec-bf6d-da802cfd4639,2025-05-01T22:59:33.696Z,helene@transcend.io,helene@transcend.io,CONTACT_OPT_IN,customer,CANCELED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/dd4307d4-8422-40ec-bf6d-da802cfd4639,,MarketingEmails,Customer.io,,,,,,
d6853e9d-d6b6-4d3c-8907-dd0605995e74,2025-05-01T23:07:59.759Z,helene@transcend.io,helene@transcend.io,CONTACT_OPT_OUT,customer,CANCELED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,false,https://app.transcend.io/privacy-requests/incoming-requests/d6853e9d-d6b6-4d3c-8907-dd0605995e74,,,Customer.io,,,,,,
a8b74367-d3ef-4f81-a290-162781d1233b,2025-05-01T23:18:05.038Z,helene@transcend.io,helene@transcend.io,CONTACT_OPT_IN,customer,CANCELED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,true,https://app.transcend.io/privacy-requests/incoming-requests/a8b74367-d3ef-4f81-a290-162781d1233b,,MarketingEmails;ProductGuidance;ProductInsider;ProductUsage,Customer.io,,,,,,
a673da58-0a9f-4c4e-9590-bb923caaf717,2025-05-01T23:23:11.265Z,helene@transcend.io,helene@transcend.io,CONTACT_OPT_OUT,customer,CANCELED,,,"Submitted as a side effect of the ""Consent Workflows"" configured for the organization",API,true,false,en,Newsletters,false,https://app.transcend.io/privacy-requests/incoming-requests/a673da58-0a9f-4c4e-9590-bb923caaf717,,,Customer.io,,,,,,
